cik,tier,severity,signal,event_date,as_of_date,source_form,source_accession,noisy
38009,near_default,3,delisting_by_exchange,2024-12-03,2024-12-03,25-NSE,0000876661-24-001123,0
38009,near_default,3,delisting_by_exchange,2025-02-07,2025-02-07,25-NSE,0000876661-25-000065,0
38009,near_default,3,delisting_by_exchange,2025-03-06,2025-03-06,25-NSE,0000876661-25-000153,0
38009,near_default,3,delisting_by_exchange,2025-09-15,2025-09-15,25-NSE,0000876661-25-000671,0
38009,near_default,3,delisting_by_exchange,2025-11-25,2025-11-25,25-NSE,0000876661-25-000912,0
38009,near_default,3,delisting_by_exchange,2026-02-17,2026-02-17,25-NSE,0000876661-26-000134,0
38009,near_default,3,delisting_by_exchange,2026-06-05,2026-06-05,25-NSE,0000876661-26-000504,0
39911,early_warning,1,exit_or_disposal_costs,2016-05-19,2016-05-19,8-K,0000039911-16-000306,1
39911,early_warning,1,exit_or_disposal_costs,2019-02-28,2019-02-28,8-K,0000039911-19-000010,1
39911,early_warning,1,exit_or_disposal_costs,2023-04-27,2023-04-27,8-K,0000039911-23-000026,1
40211,near_default,3,delisting_by_exchange,2021-06-01,2021-06-01,25-NSE,0000876661-21-000814,0
40545,early_warning,1,exit_or_disposal_costs,2015-04-10,2015-04-10,8-K,0000040545-15-000036,1
40545,early_warning,1,material_impairment,2015-07-06,2015-07-06,8-K,0000040545-15-000076,1
40545,early_warning,1,material_impairment,2015-11-30,2015-11-30,8-K,0000040545-15-000126,1
40545,near_default,3,delisting_by_exchange,2018-05-31,2018-05-31,25-NSE,0000876661-18-000649,0
40545,near_default,3,delisting_by_exchange,2020-05-28,2020-05-28,25-NSE,0000876661-20-000451,0
40545,early_warning,1,auditor_change,2020-06-22,2020-06-22,8-K,0000040545-20-000035,1
40545,early_warning,1,auditor_change,2021-02-12,2021-02-12,8-K/A,0000040545-21-000013,1
40545,near_default,3,delisting_by_exchange,2022-05-17,2022-05-17,25-NSE,0000876661-22-000427,0
40545,near_default,3,delisting_by_exchange,2023-05-26,2023-05-26,25-NSE,0000876661-23-000445,0
40545,near_default,3,delisting_by_exchange,2025-05-19,2025-05-19,25-NSE,0000876661-25-000348,0
42582,early_warning,1,exit_or_disposal_costs,2015-06-25,2015-06-25,8-K,0001299933-15-000994,1
42582,early_warning,1,exit_or_disposal_costs,2016-10-24,2016-10-24,8-K,0001299933-16-003093,1
42582,early_warning,1,exit_or_disposal_costs,2019-03-19,2019-03-19,8-K,0001193125-19-079113,1
42582,early_warning,1,exit_or_disposal_costs,2019-09-19,2019-09-19,8-K,0001193125-19-249583,1
42582,early_warning,1,exit_or_disposal_costs,2019-11-21,2019-11-21,8-K/A,0001193125-19-297580,1
42582,early_warning,1,exit_or_disposal_costs,2020-04-23,2020-04-23,8-K,0001193125-20-117287,1
42582,early_warning,1,exit_or_disposal_costs,2022-10-19,2022-10-19,8-K,0001193125-22-265297,1
42582,early_warning,1,exit_or_disposal_costs,2023-01-27,2023-01-27,8-K,0001193125-23-016853,1
42582,early_warning,1,exit_or_disposal_costs,2023-06-01,2023-06-01,8-K,0001193125-23-158977,1
42582,early_warning,1,exit_or_disposal_costs,2023-09-08,2023-09-08,8-K,0001193125-23-231597,1
42582,early_warning,1,exit_or_disposal_costs,2023-09-22,2023-09-22,8-K,0001193125-23-240532,1
42582,early_warning,1,exit_or_disposal_costs,2023-11-16,2023-11-16,8-K,0001193125-23-278860,1
42582,early_warning,1,exit_or_disposal_costs,2025-02-04,2025-02-04,8-K,0001193125-25-020075,1
42582,early_warning,1,exit_or_disposal_costs,2025-06-05,2025-06-05,8-K,0001193125-25-135902,1
42582,early_warning,1,exit_or_disposal_costs,2026-03-20,2026-03-20,8-K,0001628280-26-020222,1
42582,early_warning,1,exit_or_disposal_costs,2026-07-21,2026-07-21,8-K,0001628280-26-049010,1
45012,near_default,3,debt_acceleration,2016-05-04,2016-05-04,8-K,0000045012-16-000295,0
46080,early_warning,1,exit_or_disposal_costs,2018-10-22,2018-10-22,8-K,0000046080-18-000134,1
46080,early_warning,1,exit_or_disposal_costs,2022-10-04,2022-10-04,8-K,0000046080-22-000116,1
46080,early_warning,1,exit_or_disposal_costs,2023-12-11,2023-12-11,8-K,0000046080-23-000097,1
46080,early_warning,1,late_quarterly_report,2026-05-11,2026-05-11,NT 10-Q,0000046080-26-000020,0
48287,early_warning,1,auditor_change,2015-01-16,2015-01-16,8-K,0000048287-15-000003,1
48287,early_warning,1,auditor_change,2015-02-27,2015-02-27,8-K/A,0000048287-15-000011,1
48287,early_warning,1,exit_or_disposal_costs,2016-02-19,2016-02-19,8-K,0000048287-16-000048,1
48287,early_warning,1,exit_or_disposal_costs,2016-10-07,2016-10-07,8-K,0000048287-16-000139,1
48287,early_warning,1,exit_or_disposal_costs,2017-02-08,2017-02-08,8-K,0000048287-17-000014,1
48287,early_warning,1,exit_or_disposal_costs,2017-02-09,2017-02-09,8-K/A,0000048287-17-000016,1
48287,early_warning,1,exit_or_disposal_costs,2017-12-06,2017-12-06,8-K,0000048287-17-000196,1
48287,early_warning,1,material_impairment,2017-12-06,2017-12-06,8-K,0000048287-17-000196,1
48287,early_warning,1,exit_or_disposal_costs,2024-05-20,2024-05-20,8-K,0001140361-24-026875,1
48287,early_warning,1,material_impairment,2024-05-20,2024-05-20,8-K,0001140361-24-026875,1
48287,early_warning,1,exit_or_disposal_costs,2026-01-08,2026-01-08,8-K,0001140361-26-000697,1
48287,early_warning,1,material_impairment,2026-01-08,2026-01-08,8-K,0001140361-26-000697,1
50863,early_warning,1,exit_or_disposal_costs,2016-04-19,2016-04-19,8-K,0000050863-16-000122,1
50863,early_warning,1,exit_or_disposal_costs,2024-10-31,2024-10-31,8-K,0000050863-24-000147,1
50863,early_warning,1,exit_or_disposal_costs,2025-04-24,2025-04-24,8-K,0000050863-25-000070,1
50863,early_warning,1,exit_or_disposal_costs,2025-07-24,2025-07-24,8-K,0000050863-25-000107,1
51143,near_default,3,delisting_by_exchange,2019-11-01,2019-11-01,25-NSE,0000876661-19-001101,0
51143,near_default,3,delisting_by_exchange,2019-11-19,2019-11-19,25-NSE,0000876661-19-001156,0
51143,near_default,3,delisting_by_exchange,2020-11-06,2020-11-06,25-NSE,0000876661-20-001032,0
51143,near_default,3,delisting_by_exchange,2020-12-21,2020-12-21,25-NSE,0000876661-20-001238,0
51143,near_default,3,delisting_by_exchange,2021-09-07,2021-09-07,25-NSE,0000876661-21-001282,0
51143,near_default,3,delisting_by_exchange,2022-08-05,2022-08-05,25-NSE,0000876661-22-000615,0
51143,near_default,3,delisting_by_exchange,2023-01-31,2023-01-31,25-NSE,0000876661-23-000073,0
51143,near_default,3,delisting_by_exchange,2023-05-26,2023-05-26,25-NSE,0000876661-23-000447,0
51143,near_default,3,delisting_by_exchange,2024-09-06,2024-09-06,25-NSE,0000876661-24-000820,0
51143,near_default,3,delisting_by_exchange,2025-01-31,2025-01-31,25-NSE,0000876661-25-000057,0
51143,near_default,3,delisting_by_exchange,2025-05-23,2025-05-23,25-NSE,0000876661-25-000377,0
51143,near_default,3,delisting_by_exchange,2025-10-30,2025-10-30,25-NSE,0000876661-25-000808,0
51143,near_default,3,delisting_by_exchange,2025-11-07,2025-11-07,25-NSE,0000876661-25-000849,0
52988,near_default,3,debt_acceleration,2019-06-12,2019-06-12,8-K,0001140361-19-010907,0
52988,near_default,3,delisting_by_exchange,2022-08-29,2022-08-29,25-NSE,0000876661-22-000721,0
57725,early_warning,1,exit_or_disposal_costs,2016-02-03,2016-02-03,8-K,0001104659-16-093511,1
57725,early_warning,1,material_impairment,2016-10-21,2016-10-21,8-K,0001104659-16-151385,1
57725,early_warning,1,material_impairment,2016-10-28,2016-10-28,8-K/A,0001104659-16-152942,1
57725,early_warning,1,exit_or_disposal_costs,2018-06-29,2018-06-29,8-K,0001104659-18-043219,1
57725,early_warning,1,material_impairment,2018-06-29,2018-06-29,8-K,0001104659-18-043219,1
57725,early_warning,1,material_impairment,2018-08-06,2018-08-06,8-K/A,0001104659-18-049855,1
57725,early_warning,1,material_impairment,2018-08-23,2018-08-23,8-K,0001104659-18-053315,1
57725,early_warning,1,material_impairment,2018-10-05,2018-10-05,8-K/A,0001104659-18-060786,1
57725,early_warning,1,material_impairment,2018-10-26,2018-10-26,8-K,0001104659-18-064180,1
57725,early_warning,1,exit_or_disposal_costs,2019-06-17,2019-06-17,8-K,0001104659-19-035950,1
57725,early_warning,1,material_impairment,2019-06-17,2019-06-17,8-K,0001104659-19-035950,1
57725,early_warning,1,exit_or_disposal_costs,2020-07-14,2020-07-14,8-K,0001104659-20-083210,1
57725,early_warning,1,material_impairment,2021-01-14,2021-01-14,8-K,0001104659-21-004265,1
57725,stress,2,listing_rule_failure,2022-03-04,2022-03-04,8-K,0001104659-22-030625,0
57725,stress,2,listing_rule_failure,2022-03-18,2022-03-18,8-K,0001104659-22-035622,0
57725,stress,2,listing_rule_failure,2022-05-31,2022-05-31,8-K,0001104659-22-066576,0
57725,early_warning,1,exit_or_disposal_costs,2022-12-16,2022-12-16,8-K,0001104659-22-127833,1
57725,early_warning,1,material_impairment,2022-12-16,2022-12-16,8-K,0001104659-22-127833,1
57725,stress,2,listing_rule_failure,2023-04-20,2023-04-20,8-K,0001104659-23-047442,0
57725,default,4,chapter11_petition,2023-05-02,2023-05-03,8-K,0001104659-23-055287,0
57725,near_default,3,debt_acceleration,2023-05-03,2023-05-03,8-K,0001104659-23-055287,0
57725,near_default,3,delisting_by_exchange,2023-05-04,2023-05-04,25-NSE,0000876661-23-000382,0
59478,near_default,3,delisting_by_exchange,2015-06-16,2015-06-16,25-NSE,0001143313-15-000028,0
59478,near_default,3,delisting_by_exchange,2022-03-02,2022-03-02,25-NSE,0000876661-22-000220,0
59478,near_default,3,delisting_by_exchange,2025-06-02,2025-06-02,25-NSE,0000876661-25-000413,0
59478,near_default,3,delisting_by_exchange,2026-06-02,2026-06-02,25-NSE,0000876661-26-000494,0
60667,early_warning,1,material_impairment,2016-01-22,2016-01-22,8-K,0000060667-16-000213,1
60667,early_warning,1,material_impairment,2016-02-24,2016-02-24,8-K/A,0000060667-16-000232,1
60667,early_warning,1,exit_or_disposal_costs,2018-08-22,2018-08-22,8-K,0001193125-18-254569,1
60667,early_warning,1,material_impairment,2018-08-22,2018-08-22,8-K,0001193125-18-254569,1
60667,early_warning,1,exit_or_disposal_costs,2018-11-05,2018-11-05,8-K,0000060667-18-000189,1
60667,early_warning,1,material_impairment,2018-11-05,2018-11-05,8-K,0000060667-18-000189,1
63276,near_default,3,debt_acceleration,2018-06-01,2018-06-01,8-K,0001193125-18-181611,0
63276,stress,2,restatement_non_reliance,2019-10-29,2019-10-29,8-K,0001193125-19-277846,0
63276,near_default,3,debt_acceleration,2019-11-20,2019-11-20,8-K,0001193125-19-296474,0
63276,early_warning,1,exit_or_disposal_costs,2020-05-05,2020-05-05,8-K,0001628280-20-006432,1
63276,early_warning,1,exit_or_disposal_costs,2021-02-09,2021-02-09,8-K,0001628280-21-001679,1
63276,near_default,3,debt_acceleration,2021-06-22,2021-06-22,8-K,0001193125-21-195333,0
63276,near_default,3,debt_acceleration,2022-12-01,2022-12-01,8-K,0001193125-22-296570,0
63276,early_warning,1,exit_or_disposal_costs,2024-02-07,2024-02-07,8-K,0001628280-24-003691,1
63276,early_warning,1,late_annual_report,2024-02-29,2024-02-29,NT 10-K,0001628280-24-008014,0
64803,early_warning,1,material_impairment,2021-11-18,2021-11-18,8-K,0000947871-21-001217,1
64803,near_default,3,debt_acceleration,2023-05-02,2023-05-02,8-K,0000947871-23-000511,0
66382,early_warning,1,auditor_change,2019-05-09,2019-05-09,8-K,0000066382-19-000027,1
66382,early_warning,1,exit_or_disposal_costs,2020-05-18,2020-05-18,8-K,0000066382-20-000016,1
70318,early_warning,1,material_impairment,2015-06-01,2015-06-01,8-K,0001193125-15-207810,1
70318,early_warning,1,material_impairment,2017-09-01,2017-09-01,8-K,0001193125-17-275143,1
70318,early_warning,1,exit_or_disposal_costs,2017-10-27,2017-10-27,8-K,0000070318-17-000016,1
76334,near_default,3,delisting_by_exchange,2017-03-24,2017-03-24,25-NSE,0000876661-17-000169,0
77281,near_default,3,delisting_by_exchange,2017-10-12,2017-10-12,25-NSE,0000876661-17-000608,0
77281,early_warning,1,late_quarterly_report,2020-08-11,2020-08-11,NT 10-Q,0001193125-20-216310,0
77281,stress,2,listing_rule_failure,2020-10-01,2020-10-01,8-K,0001193125-20-261314,0
77281,near_default,3,debt_acceleration,2020-10-23,2020-10-23,8-K,0001193125-20-275616,0
77281,default,4,chapter11_petition,2020-11-03,2020-11-03,8-K,0001193125-20-284830,0
77281,near_default,3,debt_acceleration,2020-11-03,2020-11-03,8-K,0001193125-20-284830,0
77281,stress,2,listing_rule_failure,2022-02-10,2022-02-10,8-K,0001193125-22-034596,0
77281,early_warning,1,auditor_change,2022-03-18,2022-03-18,8-K,0001193125-22-079498,1
77281,stress,2,listing_rule_failure,2022-12-16,2022-12-16,8-K,0001193125-22-307310,0
77281,near_default,3,delisting_by_exchange,2023-01-03,2023-01-03,25-NSE,0000876661-23-000010,0
77281,near_default,3,delisting_by_exchange,2023-01-03,2023-01-03,25-NSE,0000876661-23-000008,0
77281,near_default,3,delisting_by_exchange,2023-01-03,2023-01-03,25-NSE,0000876661-23-000006,0
77281,near_default,3,delisting_by_exchange,2023-01-03,2023-01-03,25-NSE,0000876661-23-000004,0
77281,stress,2,restatement_non_reliance,2023-05-10,2023-05-10,8-K,0001193125-23-139585,0
77281,near_default,3,debt_acceleration,2023-12-11,2023-12-11,8-K,0001193125-23-292055,0
77476,near_default,3,debt_acceleration,2016-10-06,2016-10-06,8-K,0001104659-16-149114,0
77476,stress,2,listing_rule_failure,2017-12-08,2017-12-08,8-K,0000950103-17-012290,0
77476,near_default,3,delisting_filed,2017-12-19,2017-12-19,25,0000950103-17-012553,0
77476,near_default,3,delisting_filed,2018-05-29,2018-05-29,25,0001104659-18-036411,0
77476,near_default,3,delisting_filed,2018-12-07,2018-12-07,25,0000950103-18-014473,0
77476,early_warning,1,exit_or_disposal_costs,2019-02-15,2019-02-15,8-K,0000077476-19-000013,1
77476,early_warning,1,material_impairment,2019-02-15,2019-02-15,8-K,0000077476-19-000013,1
77476,near_default,3,delisting_by_exchange,2021-04-28,2021-04-28,25-NSE,0001354457-21-000517,0
77476,near_default,3,delisting_by_exchange,2022-10-31,2022-10-31,25-NSE,0001354457-22-000618,0
77476,near_default,3,delisting_by_exchange,2024-05-03,2024-05-03,25-NSE,0001354457-24-000323,0
77476,near_default,3,delisting_by_exchange,2026-04-27,2026-04-27,25-NSE,0001354457-26-000377,0
78003,near_default,3,delisting_by_exchange,2019-03-06,2019-03-06,25-NSE,0000876661-19-000187,0
78003,near_default,3,delisting_by_exchange,2020-03-06,2020-03-06,25-NSE,0000876661-20-000184,0
78003,near_default,3,delisting_by_exchange,2022-03-07,2022-03-07,25-NSE,0000876661-22-000258,0
78003,early_warning,1,exit_or_disposal_costs,2023-10-13,2023-10-13,8-K,0000078003-23-000099,1
78003,early_warning,1,exit_or_disposal_costs,2024-05-22,2024-05-22,8-K,0000078003-24-000113,1
78003,early_warning,1,exit_or_disposal_costs,2025-04-29,2025-04-29,8-K,0000078003-25-000111,1
78239,early_warning,1,exit_or_disposal_costs,2019-01-11,2019-01-11,8-K,0000078239-19-000002,1
78239,early_warning,1,exit_or_disposal_costs,2020-07-14,2020-07-14,8-K,0000078239-20-000079,1
78239,early_warning,1,exit_or_disposal_costs,2023-07-11,2023-07-11,8-K,0000078239-23-000104,1
80424,near_default,3,delisting_by_exchange,2020-05-08,2020-05-08,25-NSE,0000876661-20-000381,0
80424,near_default,3,delisting_by_exchange,2020-12-07,2020-12-07,25-NSE,0000876661-20-001130,0
80424,near_default,3,delisting_by_exchange,2021-11-05,2021-11-05,25-NSE,0000876661-21-001581,0
80424,near_default,3,delisting_by_exchange,2022-08-16,2022-08-16,25-NSE,0000876661-22-000672,0
80424,near_default,3,delisting_by_exchange,2023-11-02,2023-11-02,25-NSE,0001143362-23-000478,0
80424,early_warning,1,material_impairment,2023-12-05,2023-12-05,8-K,0000080424-23-000107,1
80424,near_default,3,delisting_by_exchange,2024-10-25,2024-10-25,25-NSE,0000876661-24-001014,0
80424,near_default,3,delisting_by_exchange,2024-10-30,2024-10-30,25-NSE,0000876661-24-001021,0
80424,near_default,3,delisting_by_exchange,2025-05-06,2025-05-06,25-NSE,0000876661-25-000293,0
80424,near_default,3,delisting_by_exchange,2026-08-03,2026-08-03,25-NSE,0000876661-26-000657,0
84129,near_default,3,delisting_by_exchange,2018-05-14,2018-05-14,25-NSE,0000876661-18-000503,0
84129,stress,2,listing_rule_failure,2019-01-04,2019-01-04,8-K,0001104659-19-000689,0
84129,early_warning,1,exit_or_disposal_costs,2019-03-13,2019-03-13,8-K,0001341004-19-000180,1
84129,stress,2,listing_rule_failure,2023-10-04,2023-10-04,8-K,0001104659-23-106854,0
84129,early_warning,1,late_quarterly_report,2023-10-12,2023-10-12,NT 10-Q,0001104659-23-108868,0
84129,default,4,chapter11_petition,2023-10-15,2023-10-16,8-K,0001104659-23-109413,0
84129,near_default,3,debt_acceleration,2023-10-16,2023-10-16,8-K/A,0001104659-23-109413,0
84129,near_default,3,debt_acceleration,2023-10-16,2023-10-16,8-K,0001104659-23-109236,0
84129,near_default,3,delisting_by_exchange,2023-10-31,2023-10-31,25-NSE,0001143313-23-000135,0
84129,early_warning,1,late_quarterly_report,2024-01-12,2024-01-12,NT 10-Q,0001104659-24-003740,0
87347,early_warning,1,exit_or_disposal_costs,2015-12-01,2015-12-01,8-K,0001193125-15-391663,1
87347,early_warning,1,material_impairment,2016-12-06,2016-12-06,8-K,0001193125-16-785958,1
87347,early_warning,1,material_impairment,2019-09-04,2019-09-04,8-K,0001193125-19-237414,1
87347,early_warning,1,material_impairment,2019-10-18,2019-10-18,8-K,0001193125-19-269681,1
87347,early_warning,1,exit_or_disposal_costs,2020-06-16,2020-06-16,8-K,0001193125-20-170138,1
92122,early_warning,1,material_impairment,2018-05-21,2018-05-21,8-K,0000092122-18-000031,1
92122,near_default,3,delisting_by_exchange,2020-10-21,2020-10-21,25-NSE,0000876661-20-000956,0
92122,near_default,3,delisting_by_exchange,2021-10-18,2021-10-18,25-NSE,0000876661-21-001502,0
92122,near_default,3,delisting_by_exchange,2022-08-01,2022-08-01,25-NSE,0000876661-22-000604,0
93410,early_warning,1,material_impairment,2019-12-10,2019-12-10,8-K,0000093410-19-000040,1
93556,near_default,3,delisting_by_exchange,2015-11-20,2015-11-20,25-NSE,0000876661-15-000590,0
93556,near_default,3,delisting_by_exchange,2016-11-18,2016-11-18,25-NSE,0000876661-16-001411,0
93556,near_default,3,delisting_by_exchange,2019-12-13,2019-12-13,25-NSE,0000876661-19-001247,0
93556,near_default,3,delisting_by_exchange,2020-05-15,2020-05-15,25-NSE,0000876661-20-000408,0
93556,stress,2,restatement_non_reliance,2022-01-26,2022-01-26,8-K,0001193125-22-018393,0
93556,near_default,3,delisting_by_exchange,2022-11-15,2022-11-15,25-NSE,0000876661-22-000983,0
96021,near_default,3,debt_acceleration,2015-06-29,2015-06-29,8-K,0001193125-15-239493,0
96021,near_default,3,delisting_by_exchange,2023-06-23,2023-06-23,25-NSE,0000876661-23-000530,0
97745,near_default,3,delisting_by_exchange,2015-11-13,2015-11-13,25-NSE,0000876661-15-000570,0
97745,near_default,3,delisting_by_exchange,2018-08-09,2018-08-09,25-NSE,0000876661-18-000872,0
97745,near_default,3,delisting_by_exchange,2019-07-24,2019-07-24,25-NSE,0000876661-19-000778,0
97745,near_default,3,delisting_by_exchange,2019-10-16,2019-10-16,25-NSE,0000876661-19-001049,0
97745,near_default,3,delisting_by_exchange,2020-08-07,2020-08-07,25-NSE,0000876661-20-000625,0
97745,near_default,3,delisting_by_exchange,2021-01-15,2021-01-15,25-NSE,0000876661-21-000076,0
97745,near_default,3,delisting_by_exchange,2024-09-12,2024-09-12,25-NSE,0000876661-24-000847,0
97745,near_default,3,delisting_by_exchange,2025-03-03,2025-03-03,25-NSE,0000876661-25-000146,0
97745,near_default,3,delisting_by_exchange,2025-04-15,2025-04-15,25-NSE,0001143362-25-000121,0
97745,near_default,3,delisting_by_exchange,2026-01-21,2026-01-21,25-NSE,0000876661-26-000051,0
97745,near_default,3,delisting_by_exchange,2026-01-23,2026-01-23,25-NSE,0000876661-26-000058,0
100517,stress,2,listing_rule_failure,2018-08-24,2018-08-24,8-K,0001104659-18-053536,0
100517,near_default,3,delisting_filed,2018-09-05,2018-09-05,25,0001104659-18-055190,0
